,Episode,Score,Moving Average Score (n=50)
616,616,15.0,16.16
617,617,18.0,16.2
618,618,19.0,16.24
619,619,20.0,16.36
620,620,20.0,16.52
621,621,13.0,16.5
622,622,15.0,16.46
623,623,18.0,16.52
624,624,16.0,16.5
625,625,17.0,16.58
626,626,18.0,16.62
627,627,19.0,16.62
628,628,20.0,16.64
629,629,21.0,16.8
630,630,19.0,16.82
631,631,17.0,16.78
632,632,18.0,16.82
633,633,16.0,16.84
634,634,15.0,16.84
635,635,19.0,16.88
636,636,16.0,16.88
637,637,15.0,16.9
638,638,19.0,16.96
639,639,16.0,16.94
640,640,21.0,16.98
641,641,18.0,16.98
642,642,21.0,17.1
643,643,17.0,17.14
644,644,17.0,17.14
645,645,21.0,17.26
646,646,19.0,17.28
647,647,18.0,17.28
648,648,19.0,17.3
649,649,17.0,17.36
650,650,18.0,17.44
651,651,15.0,17.36
652,652,20.0,17.44
653,653,16.0,17.42
654,654,16.0,17.36
655,655,18.0,17.36
656,656,18.0,17.38
657,657,21.0,17.54
658,658,17.0,17.5
659,659,21.0,17.6
660,660,19.0,17.7
661,661,17.0,17.66
662,662,15.0,17.66
663,663,21.0,17.8
664,664,18.0,17.86
665,665,17.0,17.88
666,666,19.0,17.96
667,667,21.0,18.02
668,668,15.0,17.94
669,669,11.0,17.76
670,670,20.0,17.76
671,671,19.0,17.88
672,672,19.0,17.96
673,673,20.0,18.0
674,674,18.0,18.04
675,675,19.0,18.08
676,676,20.0,18.12
677,677,11.0,17.96
678,678,18.0,17.92
679,679,18.0,17.86
680,680,17.0,17.82
681,681,17.0,17.82
682,682,15.0,17.76
683,683,20.0,17.84
684,684,18.0,17.9
685,685,13.0,17.78
686,686,20.0,17.86
687,687,18.0,17.92
688,688,18.0,17.9
689,689,19.0,17.96
690,690,17.0,17.88
691,691,20.0,17.92
692,692,17.0,17.84
693,693,17.0,17.84
694,694,17.0,17.84
695,695,21.0,17.84
696,696,21.0,17.88
697,697,18.0,17.88
698,698,19.0,17.88
699,699,21.0,17.96
700,700,15.0,17.9
701,701,15.0,17.9
702,702,19.0,17.88
703,703,20.0,17.96
704,704,20.0,18.04
705,705,19.0,18.06
706,706,21.0,18.12
707,707,19.0,18.08
708,708,19.0,18.12
709,709,19.0,18.08
710,710,20.0,18.1
711,711,19.0,18.14
712,712,21.0,18.26
713,713,19.0,18.22
714,714,20.0,18.26
715,715,19.0,18.3
716,716,21.0,18.34
717,717,19.0,18.3
718,718,19.0,18.38
719,719,18.0,18.52
720,720,15.0,18.42
721,721,20.0,18.44
722,722,20.0,18.46
723,723,19.0,18.44
724,724,16.0,18.4
725,725,14.0,18.3
726,726,20.0,18.3
727,727,17.0,18.42
728,728,20.0,18.46
729,729,18.0,18.46
730,730,18.0,18.48
731,731,21.0,18.56
732,732,17.0,18.6
733,733,19.0,18.58
734,734,19.0,18.6
735,735,18.0,18.7
736,736,19.0,18.68
737,737,18.0,18.68
738,738,20.0,18.72
739,739,20.0,18.74
740,740,18.0,18.76
741,741,20.0,18.76
742,742,21.0,18.84
743,743,21.0,18.92
744,744,20.0,18.98
745,745,19.0,18.94
746,746,19.0,18.9
747,747,19.0,18.92
748,748,19.0,18.92
749,749,20.0,18.9
750,750,20.0,19.0
