,Episode,Score,Moving Average Score (n=50)
237,237,-6.0,-2.94
238,238,-1.0,-2.84
239,239,1.0,-2.7
240,240,1.0,-2.58
241,241,-8.0,-2.72
242,242,3.0,-2.58
243,243,-1.0,-2.5
244,244,5.0,-2.42
245,245,5.0,-2.36
246,246,-3.0,-2.38
247,247,4.0,-2.16
248,248,3.0,-2.02
249,249,1.0,-1.96
250,250,-2.0,-1.9
251,251,-2.0,-1.88
252,252,-3.0,-1.88
253,253,-1.0,-1.8
254,254,-3.0,-1.76
255,255,-2.0,-1.74
256,256,-3.0,-1.54
257,257,1.0,-1.54
258,258,-2.0,-1.44
259,259,-4.0,-1.28
260,260,1.0,-1.18
261,261,2.0,-1.18
262,262,-3.0,-1.08
263,263,-2.0,-1.1
264,264,3.0,-0.98
265,265,5.0,-0.8
266,266,1.0,-0.72
267,267,1.0,-0.74
268,268,-4.0,-0.72
269,269,-2.0,-0.7
270,270,5.0,-0.48
271,271,1.0,-0.34
272,272,-5.0,-0.48
273,273,-1.0,-0.36
274,274,1.0,-0.2
275,275,6.0,-0.14
276,276,2.0,0.0
277,277,1.0,-0.08
278,278,-1.0,-0.16
279,279,1.0,-0.1
280,280,-7.0,-0.22
281,281,2.0,-0.24
282,282,-3.0,-0.16
283,283,2.0,-0.14
284,284,4.0,-0.12
285,285,-6.0,-0.16
286,286,3.0,-0.2
287,287,4.0,0.0
288,288,5.0,0.12
289,289,2.0,0.14
290,290,-1.0,0.1
291,291,2.0,0.3
292,292,-4.0,0.16
293,293,-1.0,0.16
294,294,-3.0,0.0
295,295,5.0,0.0
296,296,3.0,0.12
297,297,8.0,0.2
298,298,-2.0,0.1
299,299,-6.0,-0.04
300,300,5.0,0.1
301,301,7.0,0.28
302,302,3.0,0.4
303,303,8.0,0.58
304,304,2.0,0.68
305,305,7.0,0.86
306,306,6.0,1.04
307,307,-1.0,1.0
308,308,4.0,1.12
309,309,10.0,1.4
310,310,3.0,1.44
311,311,4.0,1.48
312,312,7.0,1.68
313,313,4.0,1.8
314,314,4.0,1.82
315,315,3.0,1.78
316,316,3.0,1.82
317,317,3.0,1.86
318,318,4.0,2.02
319,319,7.0,2.2
320,320,14.0,2.38
321,321,8.0,2.52
322,322,13.0,2.88
323,323,-2.0,2.86
324,324,15.0,3.14
325,325,13.0,3.28
326,326,9.0,3.42
327,327,11.0,3.62
328,328,6.0,3.76
329,329,7.0,3.88
330,330,17.0,4.36
331,331,13.0,4.58
332,332,4.0,4.72
333,333,9.0,4.86
334,334,6.0,4.9
335,335,9.0,5.2
336,336,12.0,5.38
337,337,11.0,5.52
338,338,14.0,5.7
339,339,14.0,5.94
340,340,10.0,6.16
341,341,13.0,6.38
342,342,10.0,6.66
343,343,11.0,6.9
344,344,16.0,7.28
345,345,13.0,7.44
346,346,7.0,7.52
347,347,15.0,7.66
348,348,7.0,7.84
349,349,10.0,8.16
350,350,12.0,8.3
351,351,9.0,8.34
352,352,4.0,8.36
353,353,9.0,8.38
354,354,10.0,8.54
355,355,14.0,8.68
356,356,11.0,8.78
357,357,11.0,9.02
358,358,8.0,9.1
359,359,8.0,9.06
360,360,9.0,9.18
361,361,12.0,9.34
362,362,13.0,9.46
363,363,14.0,9.66
364,364,12.0,9.82
365,365,17.0,10.1
366,366,12.0,10.28
367,367,12.0,10.46
368,368,14.0,10.66
369,369,15.0,10.82
370,370,11.0,10.76
371,371,16.0,10.92
372,372,12.0,10.9
373,373,18.0,11.3
374,374,14.0,11.28
375,375,14.0,11.3
376,376,14.0,11.4
377,377,13.0,11.44
378,378,12.0,11.56
379,379,9.0,11.6
380,380,13.0,11.52
381,381,16.0,11.58
382,382,8.0,11.66
383,383,15.0,11.78
384,384,12.0,11.9
385,385,13.0,11.98
386,386,12.0,11.98
387,387,15.0,12.06
388,388,16.0,12.1
389,389,14.0,12.1
390,390,15.0,12.2
391,391,16.0,12.26
392,392,17.0,12.4
393,393,17.0,12.52
394,394,14.0,12.48
395,395,13.0,12.48
396,396,12.0,12.58
397,397,20.0,12.68
398,398,13.0,12.8
399,399,12.0,12.84
400,400,15.0,12.9
401,401,16.0,13.04
402,402,15.0,13.26
403,403,18.0,13.44
404,404,19.0,13.62
405,405,12.0,13.58
406,406,17.0,13.7
407,407,19.0,13.86
408,408,14.0,13.98
409,409,14.0,14.1
410,410,19.0,14.3
411,411,17.0,14.4
412,412,18.0,14.5
413,413,20.0,14.62
414,414,18.0,14.74
415,415,17.0,14.74
416,416,13.0,14.76
417,417,17.0,14.86
418,418,18.0,14.94
419,419,17.0,14.98
420,420,18.0,15.12
421,421,17.0,15.14
422,422,16.0,15.22
423,423,19.0,15.24
424,424,18.0,15.32
425,425,20.0,15.44
426,426,14.0,15.44
427,427,11.0,15.4
428,428,16.0,15.48
429,429,17.0,15.64
430,430,17.0,15.72
431,431,20.0,15.8
432,432,20.0,16.04
433,433,18.0,16.1
434,434,18.0,16.22
435,435,19.0,16.34
436,436,18.0,16.46
437,437,16.0,16.48
438,438,17.0,16.5
439,439,14.0,16.5
440,440,16.0,16.52
441,441,18.0,16.56
442,442,19.0,16.6
443,443,18.0,16.62
444,444,18.0,16.7
445,445,16.0,16.76
446,446,20.0,16.92
447,447,15.0,16.82
448,448,19.0,16.94
449,449,16.0,17.02
450,450,18.0,17.08
