,Episode,Score,Moving Average Score (n=50)
73,73,-18.0,-18.68
74,74,-17.0,-18.64
75,75,-18.0,-18.6
76,76,-16.0,-18.5
77,77,-17.0,-18.44
78,78,-17.0,-18.4
79,79,-19.0,-18.38
80,80,-20.0,-18.36
81,81,-18.0,-18.32
82,82,-12.0,-18.16
83,83,-15.0,-18.06
84,84,-18.0,-18.04
85,85,-19.0,-18.02
86,86,-14.0,-17.94
87,87,-12.0,-17.78
88,88,-17.0,-17.72
89,89,-18.0,-17.7
90,90,-11.0,-17.52
91,91,-18.0,-17.48
92,92,-11.0,-17.34
93,93,-15.0,-17.24
94,94,-14.0,-17.1
95,95,-12.0,-16.96
96,96,-15.0,-16.88
97,97,-10.0,-16.72
98,98,-15.0,-16.62
99,99,-14.0,-16.5
100,100,-18.0,-16.56
101,101,-11.0,-16.42
102,102,-12.0,-16.26
103,103,-16.0,-16.18
104,104,-14.0,-16.06
105,105,-15.0,-15.96
106,106,-14.0,-15.92
107,107,-11.0,-15.84
108,108,-13.0,-15.72
109,109,-12.0,-15.58
110,110,-7.0,-15.36
111,111,-13.0,-15.24
112,112,-10.0,-15.12
113,113,-14.0,-15.1
114,114,-11.0,-14.96
115,115,-12.0,-14.88
116,116,-10.0,-14.7
117,117,-12.0,-14.62
118,118,-14.0,-14.58
119,119,-13.0,-14.48
120,120,-14.0,-14.44
121,121,-10.0,-14.3
122,122,-15.0,-14.22
123,123,-17.0,-14.2
124,124,-14.0,-14.14
125,125,-14.0,-14.06
126,126,-13.0,-14.0
127,127,-13.0,-13.92
128,128,-13.0,-13.84
129,129,-14.0,-13.74
130,130,-4.0,-13.42
131,131,-9.0,-13.24
132,132,-9.0,-13.18
133,133,-6.0,-13.0
134,134,-14.0,-12.92
135,135,-11.0,-12.76
136,136,-10.0,-12.68
137,137,-6.0,-12.56
138,138,-7.0,-12.36
139,139,-13.0,-12.26
140,140,-11.0,-12.26
141,141,-3.0,-11.96
142,142,-11.0,-11.96
143,143,-14.0,-11.94
144,144,-10.0,-11.86
145,145,-15.0,-11.92
146,146,-7.0,-11.76
147,147,-5.0,-11.66
148,148,-14.0,-11.64
149,149,-9.0,-11.54
150,150,-9.0,-11.36
151,151,-14.0,-11.42
152,152,-7.0,-11.32
153,153,-8.0,-11.16
154,154,-8.0,-11.04
155,155,-12.0,-10.98
156,156,-7.0,-10.84
157,157,-13.0,-10.88
158,158,-4.0,-10.7
159,159,-3.0,-10.52
160,160,-8.0,-10.54
161,161,-7.0,-10.42
162,162,-5.0,-10.32
163,163,-2.0,-10.08
164,164,-13.0,-10.12
165,165,-6.0,-10.0
166,166,-2.0,-9.84
167,167,-5.0,-9.7
168,168,-9.0,-9.6
169,169,-10.0,-9.54
170,170,-10.0,-9.46
171,171,-5.0,-9.36
172,172,-5.0,-9.16
173,173,-6.0,-8.94
174,174,-7.0,-8.8
175,175,-6.0,-8.64
176,176,-11.0,-8.6
177,177,-4.0,-8.42
178,178,-3.0,-8.22
179,179,-2.0,-7.98
180,180,-6.0,-8.02
181,181,-6.0,-7.96
182,182,-6.0,-7.9
183,183,-2.0,-7.82
184,184,-2.0,-7.58
185,185,-2.0,-7.4
186,186,-2.0,-7.24
187,187,3.0,-7.06
188,188,-4.0,-7.0
189,189,4.0,-6.66
190,190,-2.0,-6.48
191,191,4.0,-6.34
192,192,-6.0,-6.24
193,193,3.0,-5.9
194,194,2.0,-5.66
195,195,-1.0,-5.38
196,196,-7.0,-5.38
197,197,2.0,-5.24
198,198,-5.0,-5.06
199,199,-3.0,-4.94
200,200,2.0,-4.72
201,201,2.0,-4.4
202,202,-9.0,-4.44
203,203,-1.0,-4.3
204,204,-2.0,-4.18
205,205,-2.0,-3.98
206,206,-2.0,-3.88
207,207,-1.0,-3.64
208,208,-4.0,-3.64
209,209,-6.0,-3.7
210,210,-3.0,-3.6
211,211,-3.0,-3.52
212,212,1.0,-3.4
213,213,2.0,-3.32
214,214,-4.0,-3.14
215,215,3.0,-2.96
216,216,-4.0,-3.0
217,217,3.0,-2.84
218,218,4.0,-2.58
219,219,-1.0,-2.4
220,220,-3.0,-2.26
221,221,-7.0,-2.3
222,222,5.0,-2.1
223,223,1.0,-1.96
224,224,-4.0,-1.9
225,225,4.0,-1.7
226,226,1.0,-1.46
227,227,-4.0,-1.46
228,228,1.0,-1.38
229,229,1.0,-1.32
230,230,3.0,-1.14
231,231,3.0,-0.96
232,232,7.0,-0.7
233,233,-1.0,-0.68
234,234,1.0,-0.62
235,235,-1.0,-0.6
236,236,5.0,-0.46
237,237,5.0,-0.42
238,238,5.0,-0.24
239,239,5.0,-0.22
240,240,3.0,-0.12
241,241,5.0,-0.1
242,242,3.0,0.08
243,243,3.0,0.08
244,244,2.0,0.08
245,245,1.0,0.12
246,246,9.0,0.44
247,247,2.0,0.44
248,248,5.0,0.64
249,249,10.0,0.9
250,250,8.0,1.02
251,251,7.0,1.12
252,252,14.0,1.58
253,253,10.0,1.8
254,254,6.0,1.96
255,255,10.0,2.2
256,256,10.0,2.44
257,257,8.0,2.62
258,258,9.0,2.88
259,259,4.0,3.08
260,260,8.0,3.3
261,261,11.0,3.58
262,262,13.0,3.82
263,263,9.0,3.96
264,264,3.0,4.1
265,265,7.0,4.18
266,266,9.0,4.44
267,267,15.0,4.68
268,268,6.0,4.72
269,269,11.0,4.96
270,270,10.0,5.22
271,271,10.0,5.56
272,272,5.0,5.56
273,273,10.0,5.74
274,274,9.0,6.0
275,275,10.0,6.12
276,276,9.0,6.28
277,277,7.0,6.5
278,278,10.0,6.68
279,279,14.0,6.94
280,280,7.0,7.02
281,281,7.0,7.1
282,282,14.0,7.24
283,283,10.0,7.46
284,284,11.0,7.66
285,285,7.0,7.82
286,286,18.0,8.08
287,287,12.0,8.22
288,288,15.0,8.42
289,289,14.0,8.6
290,290,12.0,8.78
291,291,15.0,8.98
292,292,15.0,9.22
293,293,15.0,9.46
294,294,11.0,9.64
295,295,12.0,9.86
296,296,16.0,10.0
297,297,12.0,10.2
298,298,14.0,10.38
299,299,15.0,10.48
300,300,7.0,10.46
301,301,13.0,10.58
302,302,10.0,10.5
303,303,14.0,10.58
304,304,10.0,10.66
305,305,14.0,10.74
306,306,14.0,10.82
307,307,17.0,11.0
308,308,17.0,11.16
309,309,15.0,11.38
310,310,9.0,11.4
311,311,13.0,11.44
312,312,14.0,11.46
313,313,14.0,11.56
314,314,13.0,11.76
315,315,14.0,11.9
316,316,13.0,11.98
317,317,16.0,12.0
318,318,14.0,12.16
319,319,15.0,12.24
320,320,13.0,12.3
321,321,12.0,12.34
322,322,11.0,12.46
323,323,7.0,12.4
324,324,9.0,12.4
325,325,12.0,12.44
326,326,16.0,12.58
327,327,10.0,12.64
328,328,13.0,12.7
329,329,11.0,12.64
330,330,20.0,12.9
331,331,16.0,13.08
332,332,12.0,13.04
333,333,17.0,13.18
334,334,15.0,13.26
335,335,9.0,13.3
336,336,10.0,13.14
337,337,13.0,13.16
338,338,15.0,13.16
339,339,14.0,13.16
340,340,8.0,13.08
341,341,12.0,13.02
342,342,6.0,12.84
343,343,7.0,12.68
344,344,6.0,12.58
345,345,8.0,12.5
346,346,13.0,12.44
347,347,4.0,12.28
348,348,10.0,12.2
349,349,8.0,12.06
350,350,11.0,12.14
351,351,12.0,12.12
352,352,15.0,12.22
353,353,14.0,12.22
354,354,11.0,12.24
355,355,14.0,12.24
356,356,11.0,12.18
357,357,13.0,12.1
358,358,17.0,12.1
359,359,13.0,12.06
360,360,13.0,12.14
361,361,13.0,12.14
362,362,14.0,12.14
363,363,10.0,12.06
364,364,15.0,12.1
365,365,18.0,12.18
366,366,17.0,12.26
367,367,18.0,12.3
368,368,10.0,12.22
369,369,12.0,12.16
370,370,17.0,12.24
371,371,16.0,12.32
372,372,18.0,12.46
373,373,13.0,12.58
374,374,18.0,12.76
375,375,17.0,12.86
376,376,16.0,12.86
377,377,15.0,12.96
378,378,13.0,12.96
379,379,7.0,12.88
380,380,17.0,12.82
381,381,13.0,12.76
382,382,16.0,12.84
383,383,20.0,12.9
384,384,16.0,12.92
385,385,13.0,13.0
386,386,15.0,13.1
387,387,17.0,13.18
388,388,14.0,13.16
389,389,13.0,13.14
390,390,17.0,13.32
391,391,13.0,13.34
392,392,18.0,13.58
393,393,13.0,13.7
394,394,18.0,13.94
395,395,13.0,14.04
396,396,12.0,14.02
397,397,19.0,14.32
398,398,19.0,14.5
399,399,15.0,14.64
400,400,15.0,14.72
401,401,19.0,14.86
402,402,17.0,14.9
403,403,17.0,14.96
404,404,14.0,15.02
405,405,19.0,15.12
406,406,20.0,15.3
407,407,19.0,15.42
408,408,20.0,15.48
409,409,19.0,15.6
410,410,19.0,15.72
411,411,19.0,15.84
412,412,20.0,15.96
413,413,18.0,16.12
414,414,18.0,16.18
415,415,15.0,16.12
416,416,20.0,16.18
417,417,14.0,16.1
418,418,18.0,16.26
419,419,14.0,16.3
420,420,16.0,16.28
421,421,15.0,16.26
422,422,13.0,16.16
423,423,16.0,16.22
424,424,15.0,16.16
425,425,15.0,16.12
426,426,18.0,16.16
427,427,20.0,16.26
428,428,16.0,16.32
429,429,14.0,16.46
430,430,12.0,16.36
431,431,19.0,16.48
432,432,18.0,16.52
433,433,13.0,16.38
434,434,12.0,16.3
435,435,13.0,16.3
436,436,17.0,16.34
437,437,18.0,16.36
438,438,20.0,16.48
439,439,20.0,16.62
440,440,19.0,16.66
441,441,14.0,16.68
442,442,14.0,16.6
443,443,19.0,16.72
444,444,17.0,16.7
445,445,18.0,16.8
446,446,17.0,16.9
447,447,17.0,16.86
448,448,17.0,16.82
449,449,16.0,16.84
450,450,18.0,16.9
