,0
149,-20.0
150,-19.98
151,-19.98
152,-19.96
153,-19.96
154,-19.98
155,-19.94
156,-19.92
157,-19.96
158,-19.96
159,-19.98
160,-20.0
161,-20.08
162,-20.08
163,-20.08
164,-20.08
165,-20.08
166,-20.04
167,-19.98
168,-19.96
169,-19.98
170,-19.94
171,-19.92
172,-19.92
173,-19.9
174,-19.88
175,-19.88
176,-19.76
177,-19.76
178,-19.78
179,-19.76
180,-19.76
181,-19.82
182,-19.82
183,-19.84
184,-19.86
185,-19.92
186,-19.92
187,-19.9
188,-19.88
189,-19.88
190,-19.88
191,-19.92
192,-19.88
193,-19.9
194,-19.9
195,-19.9
196,-19.86
197,-19.82
198,-19.84
199,-19.84
200,-19.8
201,-19.76
202,-19.78
203,-19.78
204,-19.8
205,-19.8
206,-19.78
207,-19.78
208,-19.78
209,-19.76
210,-19.72
211,-19.66
212,-19.66
213,-19.66
214,-19.6
215,-19.58
216,-19.62
217,-19.66
218,-19.66
219,-19.6
220,-19.62
221,-19.62
222,-19.62
223,-19.6
224,-19.58
225,-19.58
226,-19.68
227,-19.64
228,-19.64
229,-19.68
230,-19.7
231,-19.72
232,-19.7
233,-19.68
234,-19.6
235,-19.54
236,-19.5
237,-19.52
238,-19.56
239,-19.58
240,-19.58
241,-19.6
242,-19.6
243,-19.56
244,-19.62
245,-19.62
246,-19.64
247,-19.68
248,-19.66
249,-19.66
250,-19.7
251,-19.7
252,-19.7
253,-19.64
254,-19.64
255,-19.68
256,-19.72
257,-19.7
258,-19.66
259,-19.66
260,-19.64
261,-19.7
262,-19.68
263,-19.7
264,-19.68
265,-19.7
266,-19.64
267,-19.66
268,-19.66
269,-19.7
270,-19.7
271,-19.64
272,-19.6
273,-19.62
274,-19.62
275,-19.5
276,-19.48
277,-19.48
278,-19.44
279,-19.4
280,-19.38
281,-19.36
282,-19.34
283,-19.34
284,-19.36
285,-19.4
286,-19.46
287,-19.36
288,-19.3
289,-19.28
290,-19.28
291,-19.24
292,-19.24
293,-19.26
294,-19.2
295,-19.14
296,-19.1
297,-19.08
298,-19.06
299,-19.08
300,-19.06
301,-19.02
302,-18.98
303,-18.98
304,-18.98
305,-18.9
306,-18.8
307,-18.74
308,-18.8
309,-18.76
310,-18.8
311,-18.8
312,-18.78
313,-18.76
314,-18.8
315,-18.8
316,-18.82
317,-18.78
318,-18.76
319,-18.74
320,-18.74
321,-18.82
322,-18.86
323,-18.86
324,-18.86
325,-18.94
326,-18.9
327,-18.88
328,-18.92
329,-18.94
330,-18.9
331,-18.82
332,-18.78
333,-18.7
334,-18.7
335,-18.7
336,-18.68
337,-18.74
338,-18.78
339,-18.76
340,-18.76
341,-18.78
342,-18.78
343,-18.7
344,-18.72
345,-18.74
346,-18.78
347,-18.78
348,-18.76
349,-18.7
350,-18.7
351,-18.8
352,-18.78
353,-18.76
354,-18.72
355,-18.76
356,-18.86
357,-18.8
358,-18.72
359,-18.76
360,-18.76
361,-18.76
362,-18.8
363,-18.82
364,-18.74
365,-18.64
366,-18.66
367,-18.68
368,-18.7
369,-18.7
370,-18.68
371,-18.64
372,-18.62
373,-18.6
374,-18.56
375,-18.48
376,-18.56
377,-18.6
378,-18.54
379,-18.56
380,-18.58
381,-18.54
382,-18.58
383,-18.68
384,-18.7
385,-18.68
386,-18.64
387,-18.62
388,-18.64
389,-18.6
390,-18.6
391,-18.54
392,-18.48
393,-18.52
394,-18.5
395,-18.44
396,-18.34
397,-18.32
398,-18.3
399,-18.34
400,-18.34
401,-18.24
402,-18.2
403,-18.18
404,-18.12
405,-18.1
406,-18.08
407,-18.2
408,-18.22
409,-18.18
410,-18.12
411,-18.06
412,-18.0
413,-17.98
414,-18.0
415,-18.04
416,-17.9
417,-17.88
418,-17.78
419,-17.74
420,-17.66
421,-17.72
422,-17.68
423,-17.66
424,-17.7
425,-17.82
426,-17.8
427,-17.74
428,-17.74
429,-17.72
430,-17.7
431,-17.82
432,-17.82
433,-17.76
434,-17.74
435,-17.7
436,-17.76
437,-17.78
438,-17.74
439,-17.78
440,-17.68
441,-17.7
442,-17.76
443,-17.76
444,-17.76
445,-17.82
446,-17.9
447,-17.92
448,-17.96
449,-17.92
450,-17.9
451,-17.84
452,-17.92
453,-18.04
454,-18.06
455,-18.06
456,-18.08
457,-18.04
458,-18.08
459,-18.14
460,-18.1
461,-18.1
462,-18.14
463,-18.08
464,-18.12
465,-18.12
466,-18.2
467,-18.16
468,-18.24
469,-18.24
470,-18.32
471,-18.26
472,-18.34
473,-18.36
474,-18.36
475,-18.3
476,-18.24
477,-18.32
478,-18.34
479,-18.34
480,-18.34
481,-18.28
482,-18.26
483,-18.2
484,-18.2
485,-18.28
486,-18.2
487,-18.16
488,-18.16
489,-18.08
490,-18.16
491,-18.14
492,-18.18
493,-18.24
494,-18.18
495,-18.16
496,-18.2
497,-18.12
498,-18.08
499,-18.04
500,-18.0
501,-18.04
502,-18.0
503,-17.98
504,-18.06
505,-18.1
506,-18.02
507,-18.06
508,-18.02
509,-18.0
510,-18.1
511,-18.14
512,-18.08
513,-18.08
514,-18.04
515,-18.06
516,-18.1
517,-18.12
518,-18.12
519,-18.16
520,-18.02
521,-17.98
522,-17.92
523,-17.94
524,-17.84
525,-17.86
526,-17.9
527,-17.76
528,-17.66
529,-17.48
530,-17.48
531,-17.48
532,-17.44
533,-17.52
534,-17.46
535,-17.38
536,-17.34
537,-17.38
538,-17.32
539,-17.38
540,-17.34
541,-17.34
542,-17.2
543,-17.1
544,-17.1
545,-17.02
546,-16.9
547,-16.96
548,-16.98
549,-16.94
550,-16.92
551,-16.9
552,-16.9
553,-16.74
554,-16.66
555,-16.6
556,-16.6
557,-16.56
558,-16.58
559,-16.52
560,-16.44
561,-16.32
562,-16.4
563,-16.38
564,-16.4
565,-16.28
566,-16.24
567,-16.24
568,-16.22
569,-16.1
570,-16.22
571,-16.26
572,-16.26
573,-16.2
574,-16.26
575,-16.2
576,-16.22
577,-16.24
578,-16.34
579,-16.34
580,-16.38
581,-16.32
582,-16.38
583,-16.36
584,-16.38
585,-16.34
586,-16.38
587,-16.28
588,-16.3
589,-16.24
590,-16.24
591,-16.28
592,-16.34
593,-16.32
594,-16.34
595,-16.44
596,-16.5
597,-16.38
598,-16.36
599,-16.44
600,-16.48
601,-16.6
602,-16.58
603,-16.72
604,-16.68
605,-16.66
606,-16.54
607,-16.48
608,-16.44
609,-16.42
610,-16.42
611,-16.48
612,-16.42
613,-16.38
614,-16.36
615,-16.46
616,-16.42
617,-16.36
618,-16.36
619,-16.48
620,-16.4
621,-16.36
622,-16.3
623,-16.22
624,-16.22
625,-16.2
626,-16.1
627,-16.14
628,-16.06
629,-16.18
630,-16.18
631,-16.2
632,-16.12
633,-16.08
634,-16.1
635,-16.12
636,-16.14
637,-16.18
638,-16.2
639,-16.28
640,-16.18
641,-16.1
642,-16.14
643,-16.2
644,-16.12
645,-16.16
646,-16.14
647,-16.24
648,-16.14
649,-16.18
650,-16.16
651,-16.04
652,-16.04
653,-16.0
654,-16.02
655,-16.06
656,-16.12
657,-16.16
658,-16.16
659,-16.16
660,-16.22
661,-16.14
662,-16.02
663,-16.08
664,-16.06
665,-16.04
666,-16.0
667,-15.96
668,-15.88
669,-15.82
670,-15.84
671,-15.74
672,-15.68
673,-15.68
674,-15.68
675,-15.62
676,-15.68
677,-15.62
678,-15.6
679,-15.6
680,-15.36
681,-15.38
682,-15.38
683,-15.44
684,-15.36
685,-15.4
686,-15.38
687,-15.34
688,-15.32
689,-15.28
690,-15.36
691,-15.36
692,-15.28
693,-15.16
694,-15.2
695,-15.02
696,-14.92
697,-14.8
698,-14.78
699,-14.64
700,-14.68
701,-14.66
702,-14.56
703,-14.56
704,-14.54
705,-14.46
706,-14.48
707,-14.48
708,-14.44
709,-14.3
710,-14.26
711,-14.26
712,-14.2
713,-14.18
714,-14.18
715,-14.02
716,-14.04
717,-14.0
718,-14.02
719,-14.04
720,-13.96
721,-13.98
722,-14.1
723,-14.1
724,-14.14
725,-14.22
726,-14.14
727,-14.14
728,-14.14
729,-14.08
730,-14.16
731,-14.18
732,-14.18
733,-14.16
734,-14.1
735,-13.96
736,-13.84
737,-13.8
738,-13.7
739,-13.7
740,-13.68
741,-13.7
742,-13.6
743,-13.62
744,-13.58
745,-13.64
746,-13.68
747,-13.8
748,-13.78
749,-13.7
750,-13.58
751,-13.52
752,-13.5
753,-13.4
754,-13.38
755,-13.32
756,-13.32
757,-13.22
758,-13.1
759,-13.02
760,-12.8
761,-12.84
762,-12.94
763,-12.86
764,-12.84
765,-12.86
766,-12.88
767,-12.86
768,-12.82
769,-12.78
770,-12.8
771,-12.84
772,-12.7
773,-12.64
774,-12.38
775,-12.24
776,-12.22
777,-12.08
778,-12.14
779,-12.14
780,-12.16
781,-12.02
782,-11.98
783,-11.84
784,-11.82
785,-11.88
786,-11.82
787,-11.76
788,-11.7
789,-11.62
790,-11.58
791,-11.54
792,-11.7
793,-11.76
794,-11.86
795,-11.88
796,-11.8
797,-11.76
798,-11.84
799,-11.88
800,-11.9
801,-11.9
