,Episode,Score,Moving Average Score (n=50)
239,239,5.0,7.04
240,240,3.0,7.2
241,241,6.0,7.5
242,242,13.0,7.96
243,243,12.0,8.26
244,244,14.0,8.58
245,245,-1.0,8.78
246,246,15.0,9.2
247,247,10.0,9.58
248,248,10.0,9.86
249,249,10.0,9.94
250,250,11.0,10.14
251,251,13.0,10.34
252,252,12.0,10.7
253,253,18.0,11.0
254,254,17.0,11.28
255,255,11.0,11.66
256,256,13.0,11.78
257,257,15.0,12.0
258,258,13.0,12.06
259,259,16.0,12.22
260,260,14.0,12.44
261,261,13.0,12.48
262,262,15.0,12.62
263,263,15.0,12.58
264,264,16.0,12.5
265,265,11.0,12.36
266,266,13.0,12.38
267,267,16.0,12.4
268,268,15.0,12.38
269,269,13.0,12.36
270,270,17.0,12.58
271,271,7.0,12.36
272,272,18.0,12.48
273,273,20.0,12.52
274,274,18.0,12.72
275,275,15.0,12.68
276,276,12.0,12.64
277,277,16.0,12.66
278,278,15.0,12.62
279,279,11.0,12.48
280,280,13.0,12.5
281,281,16.0,12.76
282,282,18.0,12.86
283,283,18.0,12.9
284,284,10.0,12.84
285,285,16.0,12.94
286,286,13.0,13.04
287,287,11.0,12.98
288,288,18.0,13.18
289,289,15.0,13.38
290,290,12.0,13.56
291,291,16.0,13.76
292,292,6.0,13.62
293,293,16.0,13.7
294,294,12.0,13.66
295,295,17.0,14.02
296,296,14.0,14.0
297,297,16.0,14.12
298,298,11.0,14.14
299,299,17.0,14.28
300,300,17.0,14.4
301,301,21.0,14.56
302,302,18.0,14.68
303,303,15.0,14.62
304,304,18.0,14.64
305,305,16.0,14.74
306,306,19.0,14.86
307,307,13.0,14.82
308,308,7.0,14.7
309,309,10.0,14.58
310,310,12.0,14.54
311,311,9.0,14.46
312,312,9.0,14.34
313,313,3.0,14.1
314,314,13.0,14.04
315,315,5.0,13.92
316,316,10.0,13.86
317,317,8.0,13.7
318,318,13.0,13.66
319,319,13.0,13.66
320,320,15.0,13.62
321,321,13.0,13.74
322,322,12.0,13.62
323,323,18.0,13.58
324,324,13.0,13.48
325,325,8.0,13.34
326,326,18.0,13.46
327,327,15.0,13.44
328,328,4.0,13.22
329,329,18.0,13.36
330,330,12.0,13.34
331,331,15.0,13.32
332,332,15.0,13.26
333,333,17.0,13.24
334,334,20.0,13.44
335,335,21.0,13.54
336,336,21.0,13.7
337,337,16.0,13.8
338,338,14.0,13.72
339,339,12.0,13.66
340,340,16.0,13.74
341,341,14.0,13.7
342,342,15.0,13.88
343,343,21.0,13.98
344,344,17.0,14.08
345,345,16.0,14.06
346,346,15.0,14.08
347,347,18.0,14.12
348,348,19.0,14.28
349,349,13.0,14.2
350,350,16.0,14.18
351,351,15.0,14.06
352,352,17.0,14.04
353,353,14.0,14.02
354,354,18.0,14.02
355,355,21.0,14.12
356,356,15.0,14.04
357,357,15.0,14.08
358,358,19.0,14.32
359,359,16.0,14.44
360,360,17.0,14.54
361,361,14.0,14.64
362,362,14.0,14.74
363,363,19.0,15.06
364,364,18.0,15.16
365,365,17.0,15.4
366,366,17.0,15.54
367,367,20.0,15.78
368,368,19.0,15.9
369,369,20.0,16.04
370,370,16.0,16.06
371,371,19.0,16.18
372,372,16.0,16.26
373,373,18.0,16.26
374,374,19.0,16.38
375,375,16.0,16.54
376,376,17.0,16.52
377,377,11.0,16.44
378,378,17.0,16.7
379,379,10.0,16.54
380,380,21.0,16.72
381,381,17.0,16.76
382,382,20.0,16.86
383,383,21.0,16.94
384,384,17.0,16.88
385,385,19.0,16.84
386,386,16.0,16.74
387,387,21.0,16.84
388,388,19.0,16.94
389,389,16.0,17.02
390,390,21.0,17.12
391,391,21.0,17.26
392,392,19.0,17.34
393,393,16.0,17.24
394,394,13.0,17.16
395,395,18.0,17.2
396,396,21.0,17.32
397,397,15.0,17.26
398,398,15.0,17.18
399,399,19.0,17.3
400,400,10.0,17.18
401,401,19.0,17.26
402,402,18.0,17.28
403,403,15.0,17.3
404,404,21.0,17.36
405,405,13.0,17.2
406,406,20.0,17.3
407,407,17.0,17.34
408,408,14.0,17.24
409,409,19.0,17.3
410,410,18.0,17.32
411,411,20.0,17.44
412,412,17.0,17.5
413,413,18.0,17.48
414,414,19.0,17.5
415,415,15.0,17.46
416,416,19.0,17.5
417,417,18.0,17.46
418,418,19.0,17.46
419,419,18.0,17.42
420,420,21.0,17.52
421,421,17.0,17.48
422,422,20.0,17.56
423,423,20.0,17.6
424,424,16.0,17.54
425,425,16.0,17.54
426,426,17.0,17.54
427,427,17.0,17.66
428,428,20.0,17.72
429,429,20.0,17.92
430,430,15.0,17.8
431,431,20.0,17.86
432,432,14.0,17.74
433,433,20.0,17.72
434,434,19.0,17.76
435,435,20.0,17.78
436,436,18.0,17.82
437,437,20.0,17.8
438,438,17.0,17.76
439,439,21.0,17.86
440,440,19.0,17.82
441,441,19.0,17.78
442,442,20.0,17.8
443,443,21.0,17.9
444,444,20.0,18.04
445,445,20.0,18.08
446,446,19.0,18.04
447,447,20.0,18.14
448,448,20.0,18.24
449,449,11.0,18.08
450,450,19.0,18.26
451,451,18.0,18.24
452,452,21.0,18.3
453,453,19.0,18.38
454,454,20.0,18.36
455,455,19.0,18.48
456,456,19.0,18.46
457,457,19.0,18.5
458,458,20.0,18.62
459,459,16.0,18.56
460,460,18.0,18.56
461,461,20.0,18.56
462,462,14.0,18.5
463,463,16.0,18.46
464,464,19.0,18.46
465,465,21.0,18.58
466,466,17.0,18.54
467,467,18.0,18.54
468,468,20.0,18.56
469,469,19.0,18.58
470,470,19.0,18.54
471,471,21.0,18.62
472,472,20.0,18.62
473,473,20.0,18.62
474,474,18.0,18.66
475,475,21.0,18.76
476,476,20.0,18.82
477,477,18.0,18.84
478,478,18.0,18.8
479,479,16.0,18.72
480,480,19.0,18.8
481,481,20.0,18.8
482,482,15.0,18.82
483,483,14.0,18.7
484,484,17.0,18.66
485,485,21.0,18.68
486,486,14.0,18.6
487,487,19.0,18.58
488,488,14.0,18.52
489,489,16.0,18.42
490,490,12.0,18.28
491,491,17.0,18.24
492,492,18.0,18.2
493,493,17.0,18.12
494,494,18.0,18.08
495,495,18.0,18.04
496,496,19.0,18.04
497,497,12.0,17.88
498,498,14.0,17.76
499,499,17.0,17.88
500,500,15.0,17.8
501,501,19.0,17.82
502,502,18.0,17.76
503,503,20.0,17.78
504,504,19.0,17.76
505,505,19.0,17.76
506,506,16.0,17.7
507,507,18.0,17.68
508,508,21.0,17.7
509,509,19.0,17.76
510,510,21.0,17.82
511,511,19.0,17.8
512,512,19.0,17.9
513,513,19.0,17.96
514,514,21.0,18.0
515,515,20.0,17.98
516,516,20.0,18.04
517,517,15.0,17.98
518,518,20.0,17.98
519,519,19.0,17.98
520,520,19.0,17.98
521,521,21.0,17.98
522,522,19.0,17.96
523,523,18.0,17.92
524,524,20.0,17.96
525,525,17.0,17.88
526,526,18.0,17.84
527,527,19.0,17.86
528,528,19.0,17.88
529,529,20.0,17.96
530,530,21.0,18.0
531,531,14.0,17.88
532,532,21.0,18.0
533,533,19.0,18.1
534,534,16.0,18.08
535,535,21.0,18.08
536,536,19.0,18.18
537,537,21.0,18.22
538,538,20.0,18.34
539,539,18.0,18.38
540,540,19.0,18.52
541,541,18.0,18.54
542,542,19.0,18.56
543,543,21.0,18.64
544,544,19.0,18.66
545,545,21.0,18.72
546,546,17.0,18.68
547,547,21.0,18.86
548,548,19.0,18.96
549,549,21.0,19.04
550,550,21.0,19.16
551,551,21.0,19.2
552,552,21.0,19.26
553,553,21.0,19.28
554,554,19.0,19.28
555,555,19.0,19.28
556,556,20.0,19.36
557,557,18.0,19.36
558,558,19.0,19.32
559,559,16.0,19.26
560,560,21.0,19.26
561,561,21.0,19.3
562,562,15.0,19.22
563,563,21.0,19.26
564,564,18.0,19.2
565,565,21.0,19.22
566,566,21.0,19.24
567,567,21.0,19.36
568,568,21.0,19.38
569,569,21.0,19.42
570,570,19.0,19.42
571,571,18.0,19.36
572,572,21.0,19.4
573,573,21.0,19.46
574,574,18.0,19.42
575,575,20.0,19.48
576,576,21.0,19.54
577,577,21.0,19.58
578,578,18.0,19.56
579,579,19.0,19.54
580,580,21.0,19.54
581,581,20.0,19.66
582,582,20.0,19.64
583,583,13.0,19.52
584,584,18.0,19.56
585,585,20.0,19.54
586,586,19.0,19.54
587,587,17.0,19.46
588,588,21.0,19.48
589,589,20.0,19.52
590,590,15.0,19.44
591,591,20.0,19.48
592,592,21.0,19.52
593,593,19.0,19.48
594,594,21.0,19.52
595,595,18.0,19.46
596,596,15.0,19.42
597,597,21.0,19.42
598,598,18.0,19.4
599,599,18.0,19.34
600,600,16.0,19.24
601,601,21.0,19.24
602,602,20.0,19.22
603,603,21.0,19.22
604,604,20.0,19.24
605,605,20.0,19.26
606,606,21.0,19.28
607,607,20.0,19.32
608,608,19.0,19.32
609,609,18.0,19.36
610,610,21.0,19.36
611,611,19.0,19.32
612,612,19.0,19.4
613,613,20.0,19.38
614,614,20.0,19.42
615,615,14.0,19.28
616,616,17.0,19.2
617,617,18.0,19.14
618,618,18.0,19.08
619,619,17.0,19.0
620,620,19.0,19.0
621,621,19.0,19.02
622,622,21.0,19.02
623,623,17.0,18.94
624,624,20.0,18.98
625,625,21.0,19.0
626,626,20.0,18.98
627,627,20.0,18.96
628,628,19.0,18.98
629,629,21.0,19.02
630,630,20.0,19.0
631,631,20.0,19.0
632,632,18.0,18.96
633,633,17.0,19.04
634,634,19.0,19.06
635,635,19.0,19.04
636,636,20.0,19.06
637,637,21.0,19.14
638,638,21.0,19.14
639,639,21.0,19.16
640,640,19.0,19.24
641,641,19.0,19.22
642,642,18.0,19.16
643,643,20.0,19.18
644,644,18.0,19.12
645,645,20.0,19.16
646,646,17.0,19.2
647,647,20.0,19.18
648,648,20.0,19.22
649,649,21.0,19.28
650,650,21.0,19.38
651,651,19.0,19.34
652,652,21.0,19.36
653,653,19.0,19.32
654,654,21.0,19.34
655,655,21.0,19.36
656,656,20.0,19.34
657,657,21.0,19.36
658,658,19.0,19.36
659,659,21.0,19.42
660,660,21.0,19.42
661,661,18.0,19.4
662,662,21.0,19.44
663,663,21.0,19.46
664,664,21.0,19.48
665,665,21.0,19.62
666,666,18.0,19.64
667,667,21.0,19.7
668,668,20.0,19.74
669,669,20.0,19.8
670,670,20.0,19.82
671,671,21.0,19.86
672,672,21.0,19.86
673,673,21.0,19.94
674,674,21.0,19.96
675,675,16.0,19.86
676,676,21.0,19.88
677,677,21.0,19.9
678,678,21.0,19.94
679,679,21.0,19.94
680,680,21.0,19.96
681,681,21.0,19.98
682,682,19.0,20.0
683,683,21.0,20.08
684,684,20.0,20.1
685,685,20.0,20.12
686,686,18.0,20.08
687,687,16.0,19.98
688,688,18.0,19.92
689,689,21.0,19.92
690,690,21.0,19.96
691,691,21.0,20.0
692,692,18.0,20.0
693,693,19.0,19.98
694,694,21.0,20.04
695,695,21.0,20.06
696,696,19.0,20.1
697,697,18.0,20.06
698,698,20.0,20.06
699,699,20.0,20.04
700,700,21.0,20.04
701,701,17.0,20.0
702,702,21.0,20.0
703,703,21.0,20.04
704,704,21.0,20.04
705,705,20.0,20.02
706,706,17.0,19.96
707,707,21.0,19.96
708,708,21.0,20.0
709,709,20.0,19.98
710,710,18.0,19.92
711,711,21.0,19.98
712,712,20.0,19.96
713,713,21.0,19.96
714,714,21.0,19.96
715,715,21.0,19.96
716,716,18.0,19.96
717,717,21.0,19.96
718,718,21.0,19.98
719,719,19.0,19.96
720,720,15.0,19.86
721,721,21.0,19.86
722,722,20.0,19.84
723,723,21.0,19.84
724,724,19.0,19.8
725,725,16.0,19.8
726,726,21.0,19.8
727,727,19.0,19.76
728,728,21.0,19.76
729,729,21.0,19.76
730,730,21.0,19.76
731,731,20.0,19.74
732,732,17.0,19.7
733,733,20.0,19.68
734,734,20.0,19.68
735,735,21.0,19.7
736,736,21.0,19.76
737,737,21.0,19.86
738,738,21.0,19.92
739,739,21.0,19.92
740,740,15.0,19.8
741,741,20.0,19.78
742,742,18.0,19.78
743,743,21.0,19.82
744,744,21.0,19.82
745,745,21.0,19.82
746,746,20.0,19.84
747,747,21.0,19.9
748,748,18.0,19.86
749,749,21.0,19.88
750,750,21.0,19.88
