,Episode,Score,Moving Average Score (n=50)
410,410,15.0,16.92
411,411,18.0,16.94
412,412,18.0,16.96
413,413,16.0,17.02
414,414,14.0,16.96
415,415,17.0,16.98
416,416,18.0,17.02
417,417,21.0,17.06
418,418,16.0,16.96
419,419,18.0,17.04
420,420,19.0,17.22
421,421,16.0,17.22
422,422,16.0,17.24
423,423,21.0,17.44
424,424,19.0,17.5
425,425,20.0,17.56
426,426,18.0,17.64
427,427,15.0,17.58
428,428,18.0,17.58
429,429,17.0,17.52
430,430,19.0,17.54
431,431,19.0,17.52
432,432,19.0,17.52
433,433,19.0,17.54
434,434,18.0,17.58
435,435,20.0,17.68
436,436,19.0,17.68
437,437,17.0,17.76
438,438,18.0,17.88
439,439,18.0,17.88
440,440,18.0,17.9
441,441,19.0,17.94
442,442,20.0,18.04
443,443,20.0,18.02
444,444,20.0,18.04
445,445,19.0,18.06
446,446,20.0,18.06
447,447,19.0,18.16
448,448,20.0,18.14
449,449,17.0,18.2
450,450,19.0,18.22
451,451,15.0,18.12
452,452,18.0,18.1
453,453,19.0,18.14
454,454,17.0,18.08
455,455,17.0,18.12
456,456,18.0,18.12
457,457,17.0,18.14
458,458,18.0,18.1
459,459,16.0,18.04
460,460,19.0,18.12
461,461,12.0,18.0
462,462,17.0,17.98
463,463,19.0,18.04
464,464,18.0,18.12
465,465,19.0,18.16
466,466,17.0,18.14
467,467,17.0,18.06
468,468,17.0,18.08
469,469,17.0,18.06
470,470,18.0,18.04
471,471,19.0,18.1
472,472,15.0,18.08
473,473,18.0,18.02
474,474,13.0,17.9
475,475,14.0,17.78
476,476,18.0,17.78
477,477,14.0,17.76
478,478,18.0,17.76
479,479,21.0,17.84
480,480,19.0,17.84
481,481,17.0,17.8
482,482,17.0,17.76
483,483,16.0,17.7
484,484,17.0,17.68
485,485,17.0,17.62
486,486,17.0,17.58
487,487,21.0,17.66
488,488,16.0,17.62
489,489,18.0,17.62
490,490,17.0,17.6
491,491,17.0,17.56
492,492,19.0,17.54
493,493,17.0,17.48
494,494,18.0,17.44
495,495,19.0,17.44
496,496,18.0,17.4
497,497,18.0,17.38
498,498,18.0,17.34
499,499,18.0,17.36
500,500,19.0,17.36
501,501,15.0,17.36
502,502,20.0,17.4
503,503,17.0,17.36
504,504,19.0,17.4
505,505,17.0,17.4
506,506,17.0,17.38
507,507,18.0,17.4
508,508,20.0,17.44
509,509,16.0,17.44
510,510,15.0,17.36
511,511,20.0,17.52
512,512,16.0,17.5
513,513,20.0,17.52
514,514,18.0,17.52
515,515,18.0,17.5
516,516,19.0,17.54
517,517,18.0,17.56
518,518,18.0,17.58
519,519,19.0,17.62
520,520,17.0,17.6
521,521,20.0,17.62
522,522,18.0,17.68
523,523,13.0,17.58
524,524,19.0,17.7
525,525,17.0,17.76
526,526,14.0,17.68
527,527,18.0,17.76
528,528,16.0,17.72
529,529,19.0,17.68
530,530,17.0,17.64
531,531,12.0,17.54
532,532,19.0,17.58
533,533,16.0,17.58
534,534,20.0,17.64
535,535,19.0,17.68
536,536,18.0,17.7
537,537,17.0,17.62
538,538,16.0,17.62
539,539,19.0,17.64
540,540,20.0,17.7
541,541,19.0,17.74
542,542,18.0,17.72
543,543,19.0,17.76
544,544,19.0,17.78
545,545,17.0,17.74
546,546,18.0,17.74
547,547,20.0,17.78
548,548,19.0,17.8
549,549,21.0,17.86
550,550,20.0,17.88
551,551,17.0,17.92
552,552,18.0,17.88
553,553,20.0,17.94
554,554,20.0,17.96
555,555,18.0,17.98
556,556,20.0,18.04
557,557,20.0,18.08
558,558,18.0,18.04
559,559,18.0,18.08
560,560,20.0,18.18
561,561,21.0,18.2
562,562,17.0,18.22
563,563,15.0,18.12
564,564,16.0,18.08
565,565,12.0,17.96
566,566,19.0,17.96
567,567,16.0,17.92
568,568,20.0,17.96
569,569,18.0,17.94
570,570,18.0,17.96
571,571,18.0,17.92
572,572,18.0,17.92
573,573,18.0,18.02
574,574,18.0,18.0
575,575,15.0,17.96
576,576,18.0,18.04
577,577,19.0,18.06
578,578,18.0,18.1
579,579,17.0,18.06
580,580,18.0,18.08
581,581,19.0,18.22
582,582,18.0,18.2
583,583,20.0,18.28
584,584,20.0,18.28
585,585,18.0,18.26
586,586,16.0,18.22
587,587,19.0,18.26
588,588,16.0,18.26
589,589,16.0,18.2
590,590,20.0,18.2
591,591,18.0,18.18
592,592,19.0,18.2
593,593,16.0,18.14
594,594,20.0,18.16
595,595,18.0,18.18
596,596,17.0,18.16
597,597,21.0,18.18
598,598,20.0,18.2
599,599,20.0,18.18
600,600,15.0,18.08
601,601,16.0,18.06
602,602,18.0,18.06
603,603,20.0,18.06
604,604,18.0,18.02
605,605,15.0,17.96
606,606,20.0,17.96
607,607,20.0,17.96
608,608,18.0,17.96
609,609,16.0,17.92
